player_name,club,position,dominant_foot,nationality_region,age,height_cm,overall_rating,potential_rating,minutes_last_season,goals_last_season,assists_last_season,xg_per90,xa_per90,progressive_actions_per90,pressures_per90,fitness_score,injury_days_last_12m,matches_missed_last_12m,contract_years_left,wage_eur_week,international_caps,champions_league_minutes,club_reputation,league_strength,form_index,sell_on_potential,release_clause_ratio,market_value_eur,data_source,valuation_source,source_rank,source_url
Karim Dubois,Real Town,W,Right,Africa,28,177,65.3,61.6,718,0,1,0.1,0.0,3.15,13.24,72.8,20,3,2.0,6900,0,0,74.6,84,69.7,22.2,1.83,240000,synthetic_training_sample,model_generated,,
Adam Mendes,Inter SC,AM,Right,South America,31,168,73.0,70.4,2519,2,4,0.17,0.07,5.03,14.9,63.1,14,2,2.3,20900,6,0,63.6,69,70.7,29.0,1.53,240000,synthetic_training_sample,model_generated,,
Felix Hansen,United Town,AM,Right,South America,19,176,56.0,62.4,80,0,0,0.01,0.04,2.77,19.57,86.9,40,7,4.5,6500,0,214,100.0,91,41.1,83.3,2.67,240000,synthetic_training_sample,model_generated,,
Arda Rossi,Athletic CF,CM,Left,EU,24,182,66.6,68.6,317,0,0,0.1,0.02,3.63,15.02,63.5,58,10,0.9,9300,1,0,83.8,84,41.2,59.3,1.0,240000,synthetic_training_sample,model_generated,,
Adam Hansen,Sporting FC,CB,Both,EU,29,191,65.7,63.0,1071,1,0,0.05,0.07,0.97,6.21,63.5,11,1,3.5,9000,2,637,100.0,91,60.8,18.5,1.14,240000,synthetic_training_sample,model_generated,,
Noah Rossi,Racing Town,W,Right,Asia,21,178,66.3,63.4,1472,0,0,0.1,0.13,5.35,12.4,83.1,7,1,0.9,13300,0,10,73.9,69,45.8,50.7,1.55,240000,synthetic_training_sample,model_generated,,
Theo Dubois,Olympique CF,W,Right,EU,22,174,63.2,61.6,2257,2,3,0.08,0.08,4.66,15.14,97.7,10,1,1.3,12100,0,0,76.6,76,51.5,46.1,1.48,240000,synthetic_training_sample,model_generated,,
Felix Hansen,Sporting Town,FB,Both,Africa,19,185,72.3,72.7,1860,0,1,0.0,0.11,4.51,17.6,84.1,49,7,2.0,13900,0,0,51.8,62,61.4,65.4,1.77,240000,synthetic_training_sample,model_generated,,
Karim Garcia,Real FC,FB,Right,South America,26,183,64.1,71.5,606,0,0,0.0,0.03,3.16,13.73,76.8,38,6,2.5,6300,0,0,65.6,62,48.5,61.5,1.75,240000,synthetic_training_sample,model_generated,,
Noah Silva,City CF,CM,Right,EU,25,180,66.6,71.2,1611,0,1,0.08,0.09,3.41,16.14,73.4,18,2,1.5,4900,1,0,64.9,76,61.4,56.1,1.57,240000,synthetic_training_sample,model_generated,,
Theo Mendes,Sporting FC,GK,Right,South America,21,195,65.2,71.4,1492,0,0,0.0,0.0,1.35,0.0,84.1,3,0,1.8,6900,0,93,76.9,69,60.2,93.7,2.1,240000,synthetic_training_sample,model_generated,,
Leo Santos,Olympique Club,FB,Right,EU,28,181,64.8,63.8,1616,0,2,0.14,0.1,2.81,10.42,73.4,14,2,5.5,6900,0,0,68.0,76,54.9,42.3,1.57,240000,synthetic_training_sample,model_generated,,
Nico Rossi,Racing CF,CB,Left,Asia,26,187,70.2,72.2,1682,0,0,0.02,0.05,1.53,7.46,83.3,55,7,0.8,5100,6,0,63.3,76,62.4,45.3,1.89,240000,synthetic_training_sample,model_generated,,
Nico Okafor,Athletic FC,FB,Left,EU,30,176,65.3,67.3,1039,0,0,0.05,0.06,2.17,14.3,75.6,14,2,0.3,2400,2,60,73.7,84,60.3,50.0,1.47,240000,synthetic_training_sample,model_generated,,
Adam Dubois,Racing CF,ST,Right,EU,31,180,74.3,72.7,1166,6,0,0.27,0.13,3.4,9.32,69.6,74,11,2.2,7000,7,164,62.9,54,78.2,17.1,2.32,240000,synthetic_training_sample,model_generated,,
Alex Petrov,United SC,ST,Right,EU,19,179,62.6,63.4,861,0,0,0.17,0.04,2.49,12.49,89.1,7,1,1.2,10800,0,767,100.0,96,57.5,69.8,1.4,240000,synthetic_training_sample,model_generated,,
Luca Rossi,Sporting Town,CB,Left,EU,24,174,70.4,69.0,1125,0,0,0.03,0.0,0.32,8.94,94.4,45,7,2.1,7500,0,0,69.9,69,43.1,52.5,1.2,240000,synthetic_training_sample,model_generated,,
Felix Mendes,Racing Town,DM,Right,South America,18,188,70.8,70.2,2646,1,1,0.04,0.1,2.27,17.19,80.9,6,1,1.3,9200,1,0,63.8,69,60.8,52.1,1.23,240000,synthetic_training_sample,model_generated,,
Noah Bennett,Inter SC,CM,Right,South America,33,181,74.9,74.3,2713,0,6,0.1,0.21,4.05,20.21,82.8,62,9,2.1,10300,4,0,60.5,69,75.3,18.2,1.75,240000,synthetic_training_sample,model_generated,,
Luca Martinez,United CF,CB,Right,EU,26,187,65.3,63.6,1300,0,0,0.05,0.0,2.46,5.67,79.5,4,1,2.5,5400,0,0,61.4,69,56.7,43.5,2.08,240000,synthetic_training_sample,model_generated,,
Ivan Moreau,Athletic FC,GK,Right,South America,20,181,70.9,75.8,1506,0,0,0.0,0.1,0.32,0.0,80.4,86,12,0.6,5500,6,529,77.7,96,48.9,79.5,2.04,240000,synthetic_training_sample,model_generated,,
Hugo Bennett,Athletic SC,DM,Both,UK/Ireland,20,180,63.0,64.8,3701,0,1,0.08,0.13,0.25,17.6,96.8,6,1,1.1,5600,0,264,84.7,84,53.8,68.7,2.29,240000,synthetic_training_sample,model_generated,,
Milan Fernandez,Athletic CF,CB,Right,EU,20,180,67.6,67.1,1492,0,0,0.09,0.02,1.87,8.02,79.7,18,2,0.9,7100,1,0,69.0,91,65.0,71.7,1.43,240000,synthetic_training_sample,model_generated,,
Noah Dubois,Olympique CF,W,Both,EU,25,181,58.8,62.1,1798,0,0,0.13,0.04,2.62,13.6,85.1,3,0,3.9,1900,0,0,66.5,69,42.0,51.2,1.64,240000,synthetic_training_sample,model_generated,,
Leo Rossi,Real SC,GK,Right,EU,27,187,62.1,65.8,2554,0,0,0.01,0.11,0.0,0.0,94.0,19,3,0.7,4500,0,209,82.2,84,48.3,66.9,1.31,240000,synthetic_training_sample,model_generated,,
Ivan Moreau,Olympique Town,CM,Right,Africa,28,178,65.7,66.0,2484,1,0,0.07,0.1,3.45,20.74,90.9,11,2,2.0,6500,2,0,72.8,76,52.9,34.9,1.98,240000,synthetic_training_sample,model_generated,,
Rafael Diallo,Athletic CF,FB,Right,Africa,31,179,64.5,69.0,1383,0,2,0.02,0.01,3.95,15.48,90.2,6,1,5.7,7800,0,170,75.3,76,52.1,64.6,2.37,230000,synthetic_training_sample,model_generated,,
Alex Aydin,Olympique FC,GK,Right,EU,20,189,69.3,68.2,888,0,0,0.01,0.04,0.22,3.63,77.1,11,2,0.5,5700,1,0,79.7,84,71.3,41.9,1.87,230000,synthetic_training_sample,model_generated,,
Elias Costa,Athletic Town,ST,Right,EU,25,182,67.6,67.4,1161,2,0,0.14,0.02,1.41,10.04,77.7,11,1,1.7,10900,0,0,55.3,69,47.6,45.5,1.44,230000,synthetic_training_sample,model_generated,,
Karim Santos,Real Club,FB,Left,South America,23,177,63.8,69.5,1833,0,1,0.0,0.11,2.59,15.28,89.4,9,1,1.1,6000,0,54,63.6,69,52.2,69.7,1.42,230000,synthetic_training_sample,model_generated,,
Elias Aydin,City Club,W,Right,Africa,19,172,66.9,70.4,1901,1,3,0.15,0.19,4.4,14.75,76.0,9,1,2.1,5400,0,0,40.7,54,54.5,79.7,1.06,230000,synthetic_training_sample,model_generated,,
Daniel Kovac,Sporting CF,GK,Right,EU,22,190,68.7,67.4,2219,0,0,0.03,0.05,0.0,0.0,77.9,12,2,0.8,20900,2,0,81.9,76,59.2,30.1,1.62,230000,synthetic_training_sample,model_generated,,
Oscar Silva,United Club,DM,Right,EU,27,170,66.9,68.9,3130,0,0,0.03,0.01,2.53,16.49,77.3,4,1,1.2,3200,0,0,54.7,76,59.0,49.8,1.44,230000,synthetic_training_sample,model_generated,,
Enzo Rossi,Athletic SC,ST,Right,UK/Ireland,32,191,66.6,62.8,2710,4,1,0.19,0.11,1.64,12.89,88.7,6,1,2.7,5200,3,362,84.2,84,65.7,14.3,1.85,230000,synthetic_training_sample,model_generated,,
Arda Schmidt,Real Town,GK,Right,EU,20,202,71.7,73.9,2455,0,0,0.08,0.08,1.61,3.04,86.7,9,1,1.4,4300,1,268,73.4,76,47.8,58.0,2.16,230000,synthetic_training_sample,model_generated,,
Noah Bennett,Racing Club,FB,Right,North America,27,175,70.3,69.1,2847,0,1,0.01,0.06,2.66,15.62,91.2,8,1,0.5,6100,1,0,49.1,62,45.6,36.8,1.0,230000,synthetic_training_sample,model_generated,,
Luca Garcia,Sporting CF,ST,Right,UK/Ireland,28,189,54.9,64.4,761,0,0,0.12,0.09,1.19,14.15,94.0,13,2,2.5,2800,1,0,79.7,91,45.0,70.1,1.43,230000,synthetic_training_sample,model_generated,,
Adam Aydin,Inter SC,ST,Right,South America,25,186,64.0,65.5,655,1,0,0.18,0.08,0.13,13.31,73.9,7,1,1.8,4100,0,0,58.5,69,67.0,61.3,1.82,230000,synthetic_training_sample,model_generated,,
Enzo Hansen,Olympique Club,AM,Right,Africa,31,173,70.2,70.3,1742,1,1,0.09,0.09,3.62,14.35,84.6,22,3,2.5,5000,4,0,71.0,62,61.2,31.3,1.0,230000,synthetic_training_sample,model_generated,,
Theo Costa,City CF,FB,Right,EU,29,177,67.5,65.9,2034,0,3,0.14,0.05,3.46,19.07,96.4,10,1,0.9,9200,2,105,79.7,76,63.3,35.1,1.23,230000,synthetic_training_sample,model_generated,,
Oscar Popescu,Racing CF,GK,Both,South America,21,196,69.5,72.2,3076,0,0,0.01,0.06,1.05,0.0,80.0,15,2,0.9,8900,1,0,50.8,69,55.2,61.2,2.0,230000,synthetic_training_sample,model_generated,,
Yusuf Ndiaye,Athletic Club,AM,Right,EU,18,186,64.9,68.3,2359,0,0,0.0,0.13,3.4,19.02,86.9,9,1,1.2,7300,0,0,82.0,84,51.1,67.2,1.47,230000,synthetic_training_sample,model_generated,,
Yusuf Dubois,City FC,W,Right,Asia,16,170,66.7,68.3,2461,4,0,0.13,0.09,2.78,9.53,74.3,23,3,4.3,6200,0,0,72.8,76,53.6,69.0,1.85,230000,synthetic_training_sample,model_generated,,
Elias Costa,Sporting Club,AM,Right,EU,30,182,73.3,72.5,715,0,0,0.1,0.19,4.19,16.76,62.4,39,5,1.6,10100,6,282,77.1,69,67.7,32.9,2.03,230000,synthetic_training_sample,model_generated,,
Ivan Silva,Athletic Town,CB,Right,UK/Ireland,26,186,64.3,65.0,1936,0,0,0.0,0.08,0.0,5.25,86.5,9,2,0.4,4600,0,239,72.6,62,40.0,63.9,1.81,230000,synthetic_training_sample,model_generated,,
Alex Mendes,Real Club,CM,Right,Asia,25,173,66.5,67.3,1928,0,2,0.01,0.07,2.73,16.4,79.5,5,1,0.7,7600,0,0,66.1,69,38.7,46.2,1.88,230000,synthetic_training_sample,model_generated,,
Elias Dubois,Athletic CF,FB,Right,EU,23,185,62.1,62.3,1577,0,0,0.07,0.05,1.04,13.0,85.3,7,1,4.5,3900,0,124,82.5,91,39.7,56.3,2.08,230000,synthetic_training_sample,model_generated,,
Felix Popescu,Olympique SC,FB,Right,EU,20,173,67.1,66.8,1767,0,0,0.0,0.08,2.34,15.52,71.9,21,4,1.8,15800,1,327,89.2,91,44.2,55.2,2.31,230000,synthetic_training_sample,model_generated,,
Karim Costa,Olympique FC,DM,Right,Africa,24,182,68.2,67.9,1541,0,0,0.02,0.07,0.49,17.95,77.2,31,5,1.9,14300,2,147,81.4,76,71.8,45.0,1.47,230000,synthetic_training_sample,model_generated,,
Arda Martinez,Racing FC,FB,Both,Asia,31,174,68.0,70.0,576,0,1,0.02,0.09,2.34,11.7,73.2,14,2,1.0,17100,3,330,77.7,84,59.6,38.3,1.37,230000,synthetic_training_sample,model_generated,,
Oscar Diallo,Inter Club,FB,Right,UK/Ireland,29,179,63.7,63.7,1144,0,0,0.0,0.03,2.51,14.39,80.0,8,1,4.0,6000,1,707,100.0,91,54.9,38.5,2.22,230000,synthetic_training_sample,model_generated,,
Hugo Okafor,Inter CF,CB,Right,Africa,24,187,68.8,65.9,80,0,0,0.08,0.04,2.07,5.31,73.5,53,6,1.6,7200,2,126,79.5,69,50.7,36.4,1.94,230000,synthetic_training_sample,model_generated,,
Hugo Costa,Athletic Town,FB,Right,Asia,27,181,62.0,71.1,689,0,0,0.0,0.0,2.12,15.21,78.6,12,2,0.7,4400,0,0,69.3,62,54.2,81.9,1.4,230000,synthetic_training_sample,model_generated,,
Rafael Schmidt,United Town,GK,Right,South America,28,189,67.8,68.6,1971,0,0,0.02,0.03,0.03,0.65,89.4,44,8,3.9,13700,1,319,81.0,76,42.7,41.8,1.9,230000,synthetic_training_sample,model_generated,,
Daniel Mendes,Real CF,CM,Right,EU,27,182,72.1,72.4,2045,1,1,0.1,0.01,2.98,19.81,88.6,36,6,0.4,7300,6,100,60.9,62,64.4,42.7,1.82,230000,synthetic_training_sample,model_generated,,
Daniel Costa,Real Club,CB,Right,North America,17,188,71.8,73.6,2025,0,0,0.06,0.07,1.29,8.57,77.6,8,1,2.7,7000,1,27,71.2,69,55.5,87.1,1.93,230000,synthetic_training_sample,model_generated,,
Noah Martinez,Inter FC,CM,Right,South America,24,171,61.8,62.0,1140,0,0,0.0,0.08,1.34,18.45,89.4,16,2,1.1,4900,0,313,86.5,91,45.8,42.0,1.89,230000,synthetic_training_sample,model_generated,,
Rafael Petrov,Inter Club,FB,Both,South America,33,172,74.8,73.0,1797,1,4,0.07,0.09,2.13,13.52,62.5,19,3,1.5,7600,4,0,59.2,69,57.2,17.9,1.3,230000,synthetic_training_sample,model_generated,,
Noah Santos,Inter CF,GK,Right,EU,23,194,59.6,67.2,1231,0,0,0.06,0.0,0.81,0.22,86.6,16,2,2.9,2900,0,0,69.8,84,53.2,93.1,2.45,230000,synthetic_training_sample,model_generated,,
Theo Garcia,Inter Club,FB,Right,EU,23,180,69.4,67.2,645,0,0,0.0,0.09,4.12,13.86,73.0,58,10,4.1,4400,0,0,52.5,62,64.4,29.1,1.84,230000,synthetic_training_sample,model_generated,,
Adam Mendes,Sporting Club,ST,Right,South America,25,176,66.1,70.5,80,1,0,0.09,0.06,2.98,8.16,63.3,19,3,1.0,8200,0,0,61.4,69,53.0,49.6,1.33,230000,synthetic_training_sample,model_generated,,
Oscar Moreau,Olympique Club,DM,Right,EU,26,178,67.5,67.1,528,0,0,0.07,0.03,3.12,17.34,82.4,76,10,0.6,6300,1,0,74.7,76,50.3,35.1,1.94,230000,synthetic_training_sample,model_generated,,
Mateo Ndiaye,Athletic Club,FB,Right,South America,20,189,74.1,73.5,883,0,1,0.02,0.1,4.09,11.9,80.3,65,8,2.7,9500,3,0,63.2,62,53.4,41.4,1.63,230000,synthetic_training_sample,model_generated,,
Ivan Schmidt,Real Town,FB,Right,Africa,30,172,69.6,74.3,2333,0,1,0.0,0.01,2.34,14.73,91.4,41,6,0.9,4900,1,0,44.8,62,70.5,68.1,1.33,230000,synthetic_training_sample,model_generated,,
Arda Okafor,Real Town,FB,Right,EU,19,176,68.8,71.5,1427,0,1,0.07,0.15,2.94,13.07,71.7,2,0,1.1,13300,0,0,58.2,69,48.2,65.9,1.86,230000,synthetic_training_sample,model_generated,,
Luca Diallo,United Town,AM,Right,EU,23,184,62.0,61.0,677,0,1,0.12,0.13,2.68,16.15,84.3,16,2,1.1,4500,0,0,86.3,84,48.8,51.6,2.51,230000,synthetic_training_sample,model_generated,,
Theo Dubois,United Town,DM,Right,UK/Ireland,19,183,67.5,66.8,2970,0,2,0.02,0.09,1.36,22.67,92.8,21,3,3.9,6500,0,0,57.6,62,58.4,50.4,2.05,230000,synthetic_training_sample,model_generated,,
Daniel Aydin,Racing SC,AM,Right,UK/Ireland,27,178,64.9,64.5,1599,0,0,0.03,0.11,4.03,20.58,88.2,24,3,1.5,4700,0,0,63.4,69,56.0,31.9,2.05,230000,synthetic_training_sample,model_generated,,
Hugo Ndiaye,United Club,CM,Left,South America,28,190,66.7,65.8,989,1,1,0.04,0.06,3.55,16.83,82.2,45,5,1.0,7800,0,0,68.6,69,56.0,34.2,1.98,230000,synthetic_training_sample,model_generated,,
Mateo Dubois,Real FC,CB,Right,EU,21,185,69.1,66.6,1808,0,0,0.07,0.02,0.14,7.15,76.7,2,0,3.0,4200,1,0,70.3,69,52.4,43.5,1.95,230000,synthetic_training_sample,model_generated,,
Leo Fernandez,Inter CF,FB,Right,EU,32,175,65.0,71.7,426,0,1,0.0,0.05,3.31,13.46,73.1,4,1,4.2,13800,4,371,87.7,91,47.7,65.8,1.47,230000,synthetic_training_sample,model_generated,,
Theo Silva,Olympique SC,ST,Right,UK/Ireland,23,175,59.2,59.2,1278,1,0,0.07,0.06,1.12,14.74,96.8,17,2,0.2,6700,1,0,76.8,84,64.7,55.0,2.06,230000,synthetic_training_sample,model_generated,,
Hugo Popescu,Racing Town,W,Left,EU,19,181,59.2,66.6,80,0,0,0.06,0.0,2.68,12.8,73.4,15,3,4.0,5100,0,61,90.2,84,47.6,81.4,1.99,230000,synthetic_training_sample,model_generated,,
Mateo Okafor,Olympique CF,ST,Left,Asia,26,180,63.1,70.2,80,0,0,0.07,0.04,1.29,12.08,92.1,16,3,5.7,2500,0,0,64.1,69,28.0,80.1,1.68,230000,synthetic_training_sample,model_generated,,
Felix Mendes,Racing SC,GK,Both,Africa,25,189,61.3,68.3,1292,0,0,0.11,0.0,0.49,0.0,81.4,12,1,3.5,5300,0,0,72.9,76,33.7,83.8,1.81,230000,synthetic_training_sample,model_generated,,
Yusuf Costa,Racing CF,CB,Right,EU,23,187,64.8,64.5,237,0,0,0.03,0.05,0.43,7.41,72.0,5,1,2.3,8000,0,0,76.3,76,59.1,51.0,2.34,230000,synthetic_training_sample,model_generated,,
Oscar Garcia,Real CF,GK,Right,Africa,26,184,71.8,73.7,462,0,0,0.1,0.07,0.79,0.0,72.1,45,6,2.0,5500,1,0,65.5,62,54.8,47.7,2.19,230000,synthetic_training_sample,model_generated,,
Mateo Garcia,Sporting SC,FB,Both,EU,20,174,66.4,66.5,1271,0,0,0.02,0.03,2.21,13.28,77.8,8,1,0.7,5200,1,0,70.4,76,53.3,60.1,1.07,230000,synthetic_training_sample,model_generated,,
Noah Garcia,Olympique Club,FB,Left,North America,25,180,65.7,67.9,931,0,0,0.15,0.0,2.79,12.65,75.1,21,3,2.7,8500,0,0,73.4,69,68.8,56.4,1.84,230000,synthetic_training_sample,model_generated,,
Elias Hansen,Olympique CF,DM,Right,South America,24,178,58.7,59.2,1657,0,0,0.05,0.08,3.05,16.41,87.8,3,0,1.1,5000,0,544,89.8,96,53.7,49.0,1.57,230000,synthetic_training_sample,model_generated,,
Elias Dubois,City FC,CM,Right,EU,23,192,56.6,67.2,767,0,0,0.14,0.0,1.56,19.05,85.6,19,2,1.3,5000,0,0,68.2,76,53.0,100.0,1.41,220000,synthetic_training_sample,model_generated,,
Milan Hansen,Inter Town,ST,Right,EU,32,190,66.9,64.6,1400,0,0,0.12,0.05,0.81,10.11,69.9,8,1,5.7,8600,2,193,84.1,76,54.8,17.3,2.36,220000,synthetic_training_sample,model_generated,,
Karim Kovac,Athletic SC,GK,Right,EU,21,195,69.1,65.5,2174,0,0,0.0,0.08,0.04,0.0,81.7,39,5,2.3,9000,1,0,76.6,69,57.8,39.0,2.15,220000,synthetic_training_sample,model_generated,,
Ivan Hansen,Sporting Town,CM,Right,EU,21,165,60.8,71.7,201,0,0,0.07,0.02,1.95,18.0,75.6,11,2,2.1,3400,0,200,88.7,84,39.5,99.2,1.99,220000,synthetic_training_sample,model_generated,,
Mateo Garcia,Inter CF,FB,Both,South America,26,176,62.8,64.8,685,0,0,0.08,0.09,3.01,14.51,80.3,31,5,0.4,5300,0,0,75.7,91,39.5,49.3,1.49,220000,synthetic_training_sample,model_generated,,
Nico Garcia,Inter FC,GK,Right,EU,27,194,61.3,65.6,2034,0,0,0.03,0.0,0.0,0.45,89.2,29,4,0.5,2700,0,248,81.1,76,48.0,53.9,1.31,220000,synthetic_training_sample,model_generated,,
Milan Martinez,United CF,ST,Left,EU,30,171,66.2,68.2,3273,5,1,0.28,0.06,1.61,15.39,85.3,5,1,1.3,3000,1,0,63.8,76,65.3,39.5,1.17,220000,synthetic_training_sample,model_generated,,
Yusuf Aydin,Sporting Town,DM,Right,Asia,28,172,64.4,64.6,1963,1,0,0.14,0.0,3.04,15.86,78.1,27,4,0.8,9500,1,0,74.9,76,58.0,33.3,1.89,220000,synthetic_training_sample,model_generated,,
Arda Garcia,Racing Town,W,Left,South America,18,183,71.1,70.0,854,0,0,0.12,0.12,6.81,10.96,70.9,46,6,1.5,5700,0,0,59.4,76,55.3,52.7,1.46,220000,synthetic_training_sample,model_generated,,
Karim Garcia,Sporting SC,ST,Left,South America,31,185,68.8,67.8,655,1,0,0.27,0.07,2.39,8.85,65.4,27,3,1.9,18800,2,0,76.8,76,63.0,16.3,2.05,220000,synthetic_training_sample,model_generated,,
Theo Dubois,Sporting CF,DM,Right,Africa,26,173,66.5,69.2,1279,0,0,0.05,0.12,0.97,20.68,82.2,45,6,1.0,5800,0,0,47.5,62,57.1,64.5,1.58,220000,synthetic_training_sample,model_generated,,
Elias Costa,United SC,AM,Right,EU,25,178,66.4,67.6,2512,0,0,0.09,0.06,3.06,13.95,83.5,41,7,0.4,9300,0,0,72.8,76,53.0,60.3,1.14,220000,synthetic_training_sample,model_generated,,
Oscar Moreau,City Club,CM,Right,Africa,17,185,68.5,67.9,1542,0,0,0.01,0.04,2.84,21.12,85.9,19,3,2.4,23100,0,78,75.4,62,62.7,52.0,2.25,220000,synthetic_training_sample,model_generated,,
Nico Santos,City Club,ST,Both,EU,32,185,59.1,63.9,358,0,0,0.0,0.07,1.21,14.61,87.2,14,2,4.9,5300,0,534,97.2,91,52.1,47.7,1.75,220000,synthetic_training_sample,model_generated,,
Leo Moreau,Racing Club,DM,Right,South America,31,177,69.4,69.7,1042,0,1,0.08,0.02,1.31,18.0,76.7,5,1,3.9,6900,2,0,77.2,62,76.5,26.9,1.88,220000,synthetic_training_sample,model_generated,,
Luca Mendes,Olympique CF,FB,Right,UK/Ireland,30,173,70.3,70.9,3113,0,2,0.0,0.02,3.24,11.55,77.9,41,6,2.9,8900,2,0,78.9,69,61.8,39.3,1.51,220000,synthetic_training_sample,model_generated,,
Milan Martinez,Olympique CF,FB,Right,South America,34,179,72.7,71.4,3204,0,2,0.03,0.14,4.38,10.28,72.5,15,2,4.7,16200,8,0,69.3,69,67.7,13.6,1.47,220000,synthetic_training_sample,model_generated,,
Nico Dubois,United Club,ST,Both,South America,22,184,67.3,67.1,1243,1,1,0.21,0.1,1.77,11.98,80.6,2,0,1.2,13000,0,0,59.2,69,64.6,56.6,1.41,220000,synthetic_training_sample,model_generated,,
Noah Martinez,Real SC,DM,Right,EU,19,175,66.5,70.6,1341,0,0,0.06,0.07,3.06,14.83,64.9,6,1,0.9,5800,1,58,93.4,96,47.1,81.0,1.6,220000,synthetic_training_sample,model_generated,,
Milan Hansen,Racing CF,DM,Left,Africa,17,183,68.8,67.3,2653,0,0,0.02,0.08,4.26,15.98,84.6,3,0,5.5,5700,0,0,56.4,69,56.5,44.4,2.21,220000,synthetic_training_sample,model_generated,,
Leo Popescu,Sporting FC,AM,Right,EU,27,178,65.2,71.6,1034,1,1,0.06,0.1,3.34,17.22,85.5,99,16,3.1,3800,0,0,58.1,62,42.8,73.5,1.55,220000,synthetic_training_sample,model_generated,,
Karim Schmidt,Real Town,ST,Left,South America,24,181,60.2,61.5,503,0,1,0.07,0.03,0.56,11.35,80.6,45,7,0.8,4700,0,0,72.6,84,60.0,51.8,1.35,220000,synthetic_training_sample,model_generated,,
Karim Fernandez,City Town,GK,Right,EU,29,187,68.4,67.8,2541,0,0,0.0,0.06,0.0,5.86,89.4,11,2,3.3,14700,4,0,73.8,62,52.5,44.9,1.35,220000,synthetic_training_sample,model_generated,,
Ivan Rossi,City Club,CM,Right,Africa,34,182,70.9,72.9,2487,1,5,0.14,0.1,3.38,20.48,86.6,28,4,1.8,8200,4,0,78.8,76,73.5,38.5,1.33,220000,synthetic_training_sample,model_generated,,
Enzo Dubois,Real SC,FB,Right,South America,27,180,65.4,67.5,2750,0,0,0.04,0.05,2.35,13.84,90.7,29,4,2.7,3300,0,0,57.7,69,47.8,56.9,1.88,220000,synthetic_training_sample,model_generated,,
Elias Diallo,Sporting Club,ST,Right,EU,26,193,60.0,65.8,80,0,0,0.13,0.11,0.0,11.21,84.2,13,2,1.1,5100,0,326,80.6,76,52.6,69.3,1.25,220000,synthetic_training_sample,model_generated,,
Daniel Costa,City Town,FB,Left,Africa,32,180,66.1,66.5,1717,0,0,0.0,0.0,3.51,16.97,82.4,22,4,1.4,11200,2,623,97.9,91,59.5,22.3,1.96,220000,synthetic_training_sample,model_generated,,
Theo Kovac,Athletic FC,CM,Right,North America,19,176,69.7,69.0,2020,1,1,0.03,0.08,4.01,20.35,88.3,11,2,1.5,4500,0,0,58.3,62,65.2,57.2,1.83,220000,synthetic_training_sample,model_generated,,
Noah Okafor,Olympique SC,CB,Right,EU,29,190,70.8,72.3,1210,0,0,0.1,0.02,1.02,8.08,80.8,50,7,3.0,9100,5,0,62.3,76,64.6,64.1,2.3,220000,synthetic_training_sample,model_generated,,
Hugo Kovac,Sporting SC,DM,Right,Africa,28,192,66.1,68.8,1419,0,0,0.1,0.07,2.73,24.54,90.3,44,7,4.5,8800,1,0,74.8,76,52.4,44.2,2.38,220000,synthetic_training_sample,model_generated,,
Luca Fernandez,Sporting SC,FB,Right,EU,17,162,71.0,78.3,2195,0,3,0.1,0.06,2.37,11.37,74.7,30,5,1.4,6900,2,0,75.6,69,47.2,98.5,1.51,220000,synthetic_training_sample,model_generated,,
Milan Popescu,Sporting CF,CM,Right,EU,34,170,70.7,68.9,1165,1,0,0.12,0.15,4.68,17.75,76.2,21,3,3.0,19100,6,597,90.6,84,59.8,17.3,1.78,220000,synthetic_training_sample,model_generated,,
Ivan Hansen,City Club,CB,Left,EU,30,199,71.3,70.0,2439,0,0,0.03,0.0,0.76,6.56,92.5,6,1,0.5,6200,2,228,66.0,62,70.5,21.3,2.14,220000,synthetic_training_sample,model_generated,,
Theo Hansen,Athletic FC,AM,Both,Asia,24,173,63.8,65.2,1537,0,0,0.04,0.04,3.13,15.13,82.9,3,1,2.4,2800,0,0,65.6,69,58.7,55.7,1.35,220000,synthetic_training_sample,model_generated,,
Leo Garcia,Racing Club,GK,Right,UK/Ireland,18,179,69.3,69.6,1323,0,0,0.0,0.14,0.0,2.37,90.7,20,3,0.8,5400,0,0,66.7,69,68.1,56.3,1.46,220000,synthetic_training_sample,model_generated,,
Noah Petrov,Racing Club,CB,Both,EU,29,193,73.7,70.7,3222,1,0,0.0,0.0,0.56,11.88,96.3,20,3,1.6,10400,5,0,66.1,76,52.3,20.7,1.29,220000,synthetic_training_sample,model_generated,,
Daniel Moreau,Sporting CF,CB,Right,Africa,23,170,67.5,72.9,2958,2,0,0.1,0.05,1.17,9.74,93.6,9,1,2.0,4000,0,0,47.0,62,63.8,82.4,2.24,220000,synthetic_training_sample,model_generated,,
Felix Rossi,Sporting SC,CB,Right,Africa,30,194,64.4,68.1,1223,0,0,0.02,0.1,0.81,6.5,77.2,20,3,2.4,4800,3,0,77.1,91,58.1,48.1,2.01,220000,synthetic_training_sample,model_generated,,
Alex Schmidt,City Town,ST,Left,Africa,29,181,67.1,65.0,2299,3,0,0.1,0.03,1.99,13.05,99.0,2,0,2.3,3800,1,0,68.5,69,49.9,20.3,1.15,220000,synthetic_training_sample,model_generated,,
